County,State,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,BED_UTILIZATION
Gallatin,Montana,86,83,8,0.61944216
Garfield,Montana,25,4,1,0.006164384
Glacier,Montana,26,26,5,0.21833509
Glacier,Montana,20,20,3,0.10958904
Hill,Montana,49,49,6,0.16617277
Lake,Montana,25,25,4,0.4460274
Lake,Montana,22,22,5,0.28169364
Lewis and Clark,Montana,58,58,1,
Lewis and Clark,Montana,123,101,8,0.55299062
Liberty,Montana,25,25,4,0.84558904
Lincoln,Montana,25,25,4,0.27167124
McCone,Montana,25,25,4,0.53789955
Madison,Montana,5,7,2,0.44774953
Meagher,Montana,25,25,4,0.6938082
Missoula,Montana,253,158,24,0.68789667
Missoula,Montana,151,141,8,0.37236956
Musselshell,Montana,25,25,4,0.84328765
Park,Montana,25,25,4,0.43254796
Pondera,Montana,20,20,3,0.13712329
Prairie,Montana,22,22,4,0.94520545
Ravalli,Montana,25,25,5,0.56778079
Richland,Montana,25,25,4,0.50663012
Roosevelt,Montana,22,22,4,0.13723537
Roosevelt,Montana,25,33,6,0.66234952
Roosevelt,Montana,20,20,3,0.24054794
Sanders,Montana,16,16,3,0.31369862
Sheridan,Montana,19,19,3,0.22379236
Silver Bow,Montana,98,71,11,0.55145669
Stillwater,Montana,10,10,2,0.35835618
Sweet Grass,Montana,25,25,4,0.82126027
Teton,Montana,25,25,4,0.9018082
Toole,Montana,21,21,4,0.15538161
Valley,Montana,25,25,4,0.17139725
Wheatland,Montana,25,25,4,0.77457535
Yellowstone,Montana,286,236,17,0.56048292
Yellowstone,Montana,304,301,24,0.69359553
Adams,Nebraska,170,97,10,0.38522807
Antelope,Nebraska,23,23,4,0.11578321
Boone,Nebraska,25,25,4,0.34947947
Box Butte,Nebraska,25,25,4,0.33315068
Boyd,Nebraska,15,15,3,0.050320514
Brown,Nebraska,23,23,4,0.13674806
Buffalo,Nebraska,268,268,16,0.37110615
Burt,Nebraska,16,16,3,0.050171234
Butler,Nebraska,20,20,3,0.20712329
Chase,Nebraska,20,20,4,0.075479455
Cherry,Nebraska,25,25,4,0.17161644
Cheyenne,Nebraska,25,19,4,0.27656814
Colfax,Nebraska,25,25,4,0.040219177
Cuming,Nebraska,25,25,4,0.20449315
Custer,Nebraska,12,12,2,0.11780822
Custer,Nebraska,23,23,4,0.09934485
Dawes,Nebraska,25,25,4,0.17983562
Dawson,Nebraska,25,25,4,0.27134246
Dawson,Nebraska,20,20,3,0.16739726
Dawson,Nebraska,12,12,2,0.19520548
Dodge,Nebraska,75,50,9,0.40591779
Douglas,Nebraska,352,177,24,0.61780047
Douglas,Nebraska,423,356,22,0.64802986
Douglas,Nebraska,396,385,52,0.74477142
Douglas,Nebraska,108,108,1,
Douglas,Nebraska,24,24,4,0.34954339
Douglas,Nebraska,157,108,16,0.52932519
Douglas,Nebraska,19,19,3,0.3224225
Douglas,Nebraska,718,568,73,0.79692155
Douglas,Nebraska,145,140,59,0.72524464
Dundy,Nebraska,14,14,2,0.12485323
Fillmore,Nebraska,20,20,3,0.21178082
Franklin,Nebraska,14,14,2,0.045401175
Furnas,Nebraska,20,20,3,0.26410958
Gage,Nebraska,25,25,3,0.4360548
Garden,Nebraska,10,10,2,0.07342466
Hall,Nebraska,157,140,16,0.40608612
Hamilton,Nebraska,12,14,2,0.2706458
Harlan,Nebraska,19,19,3,0.13035329
Holt,Nebraska,25,25,4,0.39342466
Holt,Nebraska,17,17,3,0.10846092
Howard,Nebraska,10,16,3,0.1510274
Jefferson,Nebraska,17,17,3,0.13924254
Johnson,Nebraska,18,18,3,0.19619483
Kearney,Nebraska,10,10,2,0.20356165
Keith,Nebraska,18,18,3,0.11978691
Kimball,Nebraska,15,15,3,0.22703196
Knox,Nebraska,23,23,4,0.11935676
Lancaster,Nebraska,21,21,4,0.23000652
Lancaster,Nebraska,63,54,9,0.31522071
Lancaster,Nebraska,258,235,32,0.34791023
Lancaster,Nebraska,374,374,36,0.6311096
Lincoln,Nebraska,116,97,19,0.48592007
Madison,Nebraska,131,131,24,0.38557798
Merrick,Nebraska,20,20,3,0.16383561
Nemaha,Nebraska,16,16,3,0.12842466
Nuckolls,Nebraska,25,25,4,0.18378082
Otoe,Nebraska,10,10,2,0.10220995
Otoe,Nebraska,18,18,3,0.16407914
Pawnee,Nebraska,11,17,3,0.11941982
Perkins,Nebraska,20,20,3,0.2330137
Phelps,Nebraska,25,25,4,0.38553426
